month,fund_code,fund_name,line_item,type,amount,source_file,source_page,confidence,notes
2025-03,10,General Fund,Business & Central Admin,expenditure,466453,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,Business & Central Admin,expenditure,433524,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Business & Central Admin,expenditure,399387,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Business & Central Admin,expenditure,722041,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,Plant Operation&Maintenance,expenditure,1501978,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,Plant Operation&Maintenance,expenditure,1885959,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,Plant Operation&Maintenance,expenditure,1735241,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,Plant Operation&Maintenance,expenditure,1726407,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,Plant Operation&Maintenance,expenditure,1525734,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,Plant Operation&Maintenance,expenditure,1366541,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,Plant Operation&Maintenance,expenditure,1702597,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,Plant Operation&Maintenance,expenditure,1478832,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,Plant Operation&Maintenance,expenditure,1393168,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,Plant Operation&Maintenance,expenditure,1503175,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Plant Operation&Maintenance,expenditure,1403600,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Plant Operation&Maintenance,expenditure,1957060,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,Student Transportation,expenditure,53860,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,Student Transportation,expenditure,2044,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,Student Transportation,expenditure,443134,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,Student Transportation,expenditure,419785,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,Student Transportation,expenditure,40892,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,Student Transportation,expenditure,148454,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,Student Transportation,expenditure,967593,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,Student Transportation,expenditure,136139,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,Student Transportation,expenditure,181033,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,Student Transportation,expenditure,428690,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Student Transportation,expenditure,102155,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Student Transportation,expenditure,2574750,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,Other Support Services(must be 0),expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,Other Support Services(must be 0),expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,Other Support Services(must be 0),expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,Other Support Services(must be 0),expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,Other Support Services(must be 0),expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,Other Support Services(must be 0),expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,Other Support Services(must be 0),expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,Other Support Services(must be 0),expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,Other Support Services(must be 0),expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,Other Support Services(must be 0),expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Other Support Services(must be 0),expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Other Support Services(must be 0),expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,Noninstructional Programs,expenditure,132,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,Noninstructional Programs,expenditure,3664,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,Noninstructional Programs,expenditure,5861,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,Noninstructional Programs,expenditure,11192,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,Noninstructional Programs,expenditure,13644,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,Noninstructional Programs,expenditure,7141,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,Noninstructional Programs,expenditure,4409,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,Noninstructional Programs,expenditure,4326,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,Noninstructional Programs,expenditure,3744,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,Noninstructional Programs,expenditure,1060,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Noninstructional Programs,expenditure,695,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Noninstructional Programs,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,"Facility Acquistion,Constr.",expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,"Facility Acquistion,Constr.",expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,"Facility Acquistion,Constr.",expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,"Facility Acquistion,Constr.",expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,"Facility Acquistion,Constr.",expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,"Facility Acquistion,Constr.",expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,"Facility Acquistion,Constr.",expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,"Facility Acquistion,Constr.",expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,"Facility Acquistion,Constr.",expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,"Facility Acquistion,Constr.",expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,"Facility Acquistion,Constr.",expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,"Facility Acquistion,Constr.",expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,Debt Services,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,Debt Services,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,Debt Services,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,Debt Services,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,Debt Services,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,Debt Services,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,Debt Services,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,Debt Services,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,Debt Services,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,Debt Services,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Debt Services,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Debt Services,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,AEA Support,expenditure,489032,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,AEA Support,expenditure,489032,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,AEA Support,expenditure,489032,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,AEA Support,expenditure,489032,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,AEA Support,expenditure,489032,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,AEA Support,expenditure,489032,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,AEA Support,expenditure,489032,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,AEA Support,expenditure,489032,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,AEA Support,expenditure,489032,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,AEA Support,expenditure,489032,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,AEA Support,expenditure,489032,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,AEA Support,expenditure,489032,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,Transfers Out,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,Transfers Out,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,Transfers Out,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,Transfers Out,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,Transfers Out,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,Transfers Out,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,Transfers Out,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,Transfers Out,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,Transfers Out,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,Transfers Out,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Transfers Out,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Transfers Out,expenditure,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
